source,rel_type,target,source_type,target_type
C0017531,has_phenotype,C0017178,phenotype,phenotype
C0017531,has_phenotype,C0151603,phenotype,phenotype
C0017531,has_phenotype,C0302844,phenotype,phenotype
101928917,involved_in,GO:0006357,protein,function
C4281993,has_annotated,152110,phenotype,protein
C4281993,has_annotated,8647,phenotype,protein
C4281993,has_annotated,115399,phenotype,protein
C4281993,has_annotated,2622,phenotype,protein
C4281993,has_annotated,4868,phenotype,protein
C4281993,has_annotated,253959,phenotype,protein
C4281993,has_annotated,1767,phenotype,protein
C4281993,has_annotated,5160,phenotype,protein
C4281993,has_annotated,55790,phenotype,protein
C4281993,has_annotated,25981,phenotype,protein
C4281993,has_annotated,9325,phenotype,protein
C4281993,has_annotated,2239,phenotype,protein
C4281993,has_annotated,388389,phenotype,protein
26469,interacts_with,4624,protein,protein
26469,interacts_with,9693,protein,protein
26469,interacts_with,84617,protein,protein
26469,interacts_with,7534,protein,protein
26469,interacts_with,23099,protein,protein
26469,interacts_with,10456,protein,protein
26469,interacts_with,2064,protein,protein
26469,interacts_with,9625,protein,protein
26469,interacts_with,54998,protein,protein
26469,interacts_with,7006,protein,protein
C1835492,has_phenotype,C0151908,phenotype,phenotype
C1835492,has_phenotype,C0457756,phenotype,phenotype
C1835492,has_phenotype,C1832446,phenotype,phenotype
C1835492,has_phenotype,C2748682,phenotype,phenotype
C1835492,has_phenotype,C4023710,phenotype,phenotype
64978,interacts_with,11222,protein,protein
64978,interacts_with,65008,protein,protein
64978,interacts_with,51780,protein,protein
64978,interacts_with,131578,protein,protein
64978,interacts_with,254773,protein,protein
64978,interacts_with,10693,protein,protein
64978,interacts_with,90806,protein,protein
64978,interacts_with,65080,protein,protein
64978,interacts_with,6318,protein,protein
64978,interacts_with,8880,protein,protein
64978,interacts_with,3329,protein,protein
64978,interacts_with,54998,protein,protein
64978,interacts_with,84080,protein,protein
64978,interacts_with,84707,protein,protein
64978,interacts_with,90060,protein,protein
64978,interacts_with,91694,protein,protein
GO:1901492,is_a,GO:0051094,function,function
5604,interacts_with,4216,protein,protein
5604,interacts_with,221150,protein,protein
5604,interacts_with,7112,protein,protein
5604,interacts_with,6132,protein,protein
5604,interacts_with,6129,protein,protein
5604,interacts_with,55832,protein,protein
5604,interacts_with,25981,protein,protein
5604,interacts_with,648,protein,protein
5604,interacts_with,10221,protein,protein
5604,interacts_with,51028,protein,protein
5604,interacts_with,131034,protein,protein
5604,interacts_with,409,protein,protein
5604,interacts_with,7534,protein,protein
5604,interacts_with,26747,protein,protein
5604,interacts_with,1019,protein,protein
5604,interacts_with,8826,protein,protein
5604,interacts_with,3106,protein,protein
5604,interacts_with,983,protein,protein
5604,involved_in,GO:0071902,protein,function
5604,involved_in,GO:0045893,protein,function
5604,is_annotated_to,C1866231,protein,phenotype
5604,is_annotated_to,C0239676,protein,phenotype
5604,is_annotated_to,C0005745,protein,phenotype
5604,is_annotated_to,C0024636,protein,phenotype
5604,is_annotated_to,C0151908,protein,phenotype
5604,is_annotated_to,C0020458,protein,phenotype
5604,is_annotated_to,C0221357,protein,phenotype
5604,is_annotated_to,C3714756,protein,phenotype
5604,is_annotated_to,C0026827,protein,phenotype
5604,is_annotated_to,C0018817,protein,phenotype
5604,is_annotated_to,C0423867,protein,phenotype
5604,is_annotated_to,C1853237,protein,phenotype
5604,is_annotated_to,C0398639,protein,phenotype
5604,is_annotated_to,C0020757,protein,phenotype
5604,is_annotated_to,C1861869,protein,phenotype
5604,associated_with,C0007786,protein,phenotype
5604,associated_with,C0041409,protein,phenotype
5604,associated_with,C3809006,protein,phenotype
5604,associated_with,C4551484,protein,phenotype
5604,associated_with,C4551602,protein,phenotype
DB01041,treats,C0003873,drug,phenotype
C0878670,has_phenotype,C0151786,phenotype,phenotype
C0878670,has_phenotype,C0151904,phenotype,phenotype
C0878670,has_phenotype,C4020858,phenotype,phenotype
6327,interacts_with,2475,protein,protein
6327,interacts_with,55770,protein,protein
6327,interacts_with,3705,protein,protein
6327,interacts_with,84274,protein,protein
6327,involved_in,GO:0086012,protein,function
6327,is_annotated_to,C0020538,protein,phenotype
6327,is_annotated_to,C0018790,protein,phenotype
6327,associated_with,C1142166,protein,phenotype
6327,associated_with,C1843687,protein,phenotype
C0162678,has_annotated,6608,phenotype,protein
C0162678,has_annotated,6598,phenotype,protein
56903,interacts_with,26986,protein,protein
56903,interacts_with,25902,protein,protein
C0162739,has_phenotype,C0015934,phenotype,phenotype
C0162739,has_phenotype,C0020538,phenotype,phenotype
C0162739,has_phenotype,C0033687,phenotype,phenotype
C0162739,has_phenotype,C0086565,phenotype,phenotype
C0162739,has_phenotype,C0151766,phenotype,phenotype
C0162739,has_phenotype,C2609414,phenotype,phenotype
C4539903,has_phenotype,C1567435,phenotype,phenotype
GO:0021572,is_a,GO:0021546,function,function
C2931845,has_phenotype,C4020858,phenotype,phenotype
C4025711,has_annotated,1641,phenotype,protein
C4025711,has_annotated,4720,phenotype,protein
C0023897,has_annotated,1548,phenotype,protein
C0023897,has_annotated,2778,phenotype,protein
51157,interacts_with,5523,protein,protein
51157,interacts_with,386675,protein,protein
51157,interacts_with,125115,protein,protein
51157,involved_in,GO:0006357,protein,function
C0751708,has_phenotype,C0005745,phenotype,phenotype
C0751708,has_phenotype,C0026827,phenotype,phenotype
C0751708,has_phenotype,C0239676,phenotype,phenotype
C0751708,has_phenotype,C1837249,phenotype,phenotype
C0751708,has_phenotype,C1854919,phenotype,phenotype
C0751708,has_phenotype,C1855996,phenotype,phenotype
C0751708,has_phenotype,C5539400,phenotype,phenotype
C4551602,has_phenotype,C0005745,phenotype,phenotype
C4551602,has_phenotype,C0005779,phenotype,phenotype
C4551602,has_phenotype,C0018817,phenotype,phenotype
C4551602,has_phenotype,C0024228,phenotype,phenotype
C4551602,has_phenotype,C0024636,phenotype,phenotype
C4551602,has_phenotype,C0026827,phenotype,phenotype
C4551602,has_phenotype,C0037822,phenotype,phenotype
C4551602,has_phenotype,C0151786,phenotype,phenotype
C4551602,has_phenotype,C0151908,phenotype,phenotype
C4551602,has_phenotype,C0221357,phenotype,phenotype
C4551602,has_phenotype,C0239676,phenotype,phenotype
C4551602,has_phenotype,C0398639,phenotype,phenotype
C4551602,has_phenotype,C0432333,phenotype,phenotype
C4551602,has_phenotype,C1839248,phenotype,phenotype
C4551602,has_phenotype,C3164374,phenotype,phenotype
C4551602,has_phenotype,C3714756,phenotype,phenotype
C4551602,has_phenotype,C4280269,phenotype,phenotype
C4551602,has_phenotype,C4280304,phenotype,phenotype
C4551602,has_phenotype,C4732729,phenotype,phenotype
C4551602,has_phenotype,C5539400,phenotype,phenotype
C4551602,has_annotated,1969,phenotype,protein
C4551602,has_annotated,5604,phenotype,protein
C1836683,has_phenotype,C0029423,phenotype,phenotype
C1836683,has_phenotype,C0263870,phenotype,phenotype
C1836683,has_phenotype,C1836184,phenotype,phenotype
C1836683,has_phenotype,C1842155,phenotype,phenotype
C1836683,has_phenotype,C1857108,phenotype,phenotype
56955,is_active_in,GO:0031012,protein,function
GO:2000411,is_a,GO:2000410,function,function
C4310831,has_phenotype,C0424323,phenotype,phenotype
C4310831,has_phenotype,C1854301,phenotype,phenotype
C4310831,has_phenotype,C3714756,phenotype,phenotype
9354,interacts_with,23492,protein,protein
9354,interacts_with,1969,protein,protein
9354,interacts_with,2994,protein,protein
9354,interacts_with,639,protein,protein
9354,enables,GO:0034450,protein,function
9354,is_annotated_to,C0026827,protein,phenotype
9354,is_annotated_to,C1854301,protein,phenotype
9354,is_annotated_to,C0424503,protein,phenotype
9354,is_annotated_to,C0266464,protein,phenotype
9354,is_annotated_to,C0431380,protein,phenotype
9354,is_annotated_to,C1263846,protein,phenotype
C0006157,has_annotated,51780,phenotype,protein
83451,interacts_with,54915,protein,protein
83451,interacts_with,146664,protein,protein
C3501891,has_phenotype,C0026827,phenotype,phenotype
C3501891,has_phenotype,C0151786,phenotype,phenotype
C3501891,has_phenotype,C0234958,phenotype,phenotype
C3501891,has_phenotype,C1836156,phenotype,phenotype
C3501891,has_phenotype,C1854301,phenotype,phenotype
C3501891,has_phenotype,C1855996,phenotype,phenotype
C3501891,has_phenotype,C4025097,phenotype,phenotype
C3501891,has_phenotype,C4082299,phenotype,phenotype
C3501891,has_phenotype,C5539400,phenotype,phenotype
C4531273,has_annotated,3284,phenotype,protein
DB00594,treats,C0020538,drug,phenotype
DB00594,inhibitor,6340,drug,protein
537,interacts_with,283,protein,protein
537,interacts_with,3850,protein,protein
537,interacts_with,23545,protein,protein
537,interacts_with,3040,protein,protein
537,interacts_with,2064,protein,protein
537,involved_in,GO:1902600,protein,function
537,involved_in,GO:0007035,protein,function
537,located_in,GO:0030665,protein,function
537,located_in,GO:0070062,protein,function
537,is_annotated_to,C0239676,protein,phenotype
537,is_annotated_to,C0010495,protein,phenotype
537,is_annotated_to,C0026827,protein,phenotype
537,is_annotated_to,C0020443,protein,phenotype
537,is_annotated_to,C0040961,protein,phenotype
537,is_annotated_to,C0151904,protein,phenotype
GO:0072244,is_a,GO:0072010,function,function
GO:0072244,part_of,GO:0072224,function,function
54965,interacts_with,93183,protein,protein
54918,interacts_with,1789,protein,protein
54918,involved_in,GO:0031647,protein,function
54918,located_in,GO:0031901,protein,function
C1863753,has_phenotype,C0006386,phenotype,phenotype
C1863753,has_phenotype,C0018536,phenotype,phenotype
C1863753,has_phenotype,C0151908,phenotype,phenotype
C1863753,has_phenotype,C0266009,phenotype,phenotype
C1863753,has_phenotype,C1832446,phenotype,phenotype
8847,interacts_with,59272,protein,protein
C2350621,has_phenotype,C0005937,phenotype,phenotype
C2350621,has_phenotype,C0024228,phenotype,phenotype
C2350621,has_phenotype,C0151811,phenotype,phenotype
C2350621,has_phenotype,C0347944,phenotype,phenotype
C2350621,has_phenotype,C0410550,phenotype,phenotype
C2350621,has_phenotype,C1835686,phenotype,phenotype
C2350621,has_phenotype,C4531023,phenotype,phenotype
GO:0060917,is_a,GO:0032951,function,function
C4225292,has_phenotype,C3501843,phenotype,phenotype
28903,located_in,GO:0070062,protein,function
C1862172,has_phenotype,C3714756,phenotype,phenotype
C1862172,has_phenotype,C4317107,phenotype,phenotype
GO:0071641,is_a,GO:0071640,function,function
6051,interacts_with,7372,protein,protein
6051,interacts_with,51547,protein,protein
6051,located_in,GO:0070062,protein,function
4708,interacts_with,4223,protein,protein
4708,interacts_with,7381,protein,protein
4708,interacts_with,4698,protein,protein
4708,interacts_with,4726,protein,protein
4708,interacts_with,4720,protein,protein
4708,interacts_with,4541,protein,protein
4708,interacts_with,4519,protein,protein
GO:0033061,is_a,GO:0032991,function,function
GO:0070503,is_a,GO:0001887,function,function
C0751785,is_a,C0751778,phenotype,phenotype
C0751785,has_phenotype,C1704276,phenotype,phenotype
C0751785,has_phenotype,C3714756,phenotype,phenotype
DB00995,treats,C0003873,drug,phenotype
DB00995,treats,C0003864,drug,phenotype
C2985524,has_annotated,6597,phenotype,protein
C2985524,has_annotated,6598,phenotype,protein
3665,interacts_with,9922,protein,protein
3665,interacts_with,55072,protein,protein
3665,interacts_with,54998,protein,protein
3665,involved_in,GO:0019043,protein,function
3665,involved_in,GO:0045893,protein,function
3665,involved_in,GO:0032728,protein,function
3665,involved_in,GO:0060340,protein,function
3665,involved_in,GO:0006357,protein,function
C5201048,has_annotated,5146,phenotype,protein
C0270724,has_phenotype,C0026827,phenotype,phenotype
C0270724,has_phenotype,C0032290,phenotype,phenotype
C0270724,has_phenotype,C0150080,phenotype,phenotype
C0270724,has_phenotype,C0234132,phenotype,phenotype
C0270724,has_phenotype,C0271388,phenotype,phenotype
C0270724,has_phenotype,C0426414,phenotype,phenotype
C0270724,has_phenotype,C1850496,phenotype,phenotype
C0270724,has_phenotype,C1855996,phenotype,phenotype
C0270724,has_phenotype,C3714756,phenotype,phenotype
C0270724,has_phenotype,C4020854,phenotype,phenotype
C0270724,has_phenotype,C4025614,phenotype,phenotype
C0270724,has_phenotype,C5539400,phenotype,phenotype
C0270724,has_annotated,8398,phenotype,protein
GO:0021839,part_of,GO:0021830,function,function
2865,interacts_with,613212,protein,protein
2865,interacts_with,57515,protein,protein
2865,interacts_with,1946,protein,protein
2865,involved_in,GO:0045776,protein,function
2865,involved_in,GO:0032722,protein,function
5775,interacts_with,2903,protein,protein
5775,interacts_with,7534,protein,protein
5775,interacts_with,2895,protein,protein
5775,interacts_with,23411,protein,protein
5775,enables,GO:0008092,protein,function
C0268569,has_phenotype,C0001125,phenotype,phenotype
C0268569,has_phenotype,C0026827,phenotype,phenotype
C0268569,has_phenotype,C0030305,phenotype,phenotype
C0268569,has_phenotype,C0375206,phenotype,phenotype
C0268569,has_phenotype,C3714756,phenotype,phenotype
C0268569,has_phenotype,C5539400,phenotype,phenotype
GO:1902481,is_a,GO:0065003,function,function
C4024601,has_annotated,1140,phenotype,protein
C4024601,has_annotated,7072,phenotype,protein
C1839566,has_phenotype,C0151786,phenotype,phenotype
C1839566,has_phenotype,C0241521,phenotype,phenotype
C1839566,has_phenotype,C1854301,phenotype,phenotype
C1839566,has_phenotype,C4551714,phenotype,phenotype
C1839730,has_phenotype,C0005745,phenotype,phenotype
C1839730,has_phenotype,C0009081,phenotype,phenotype
C1839730,has_phenotype,C0026827,phenotype,phenotype
C1839730,has_phenotype,C0239676,phenotype,phenotype
C1839730,has_phenotype,C0426415,phenotype,phenotype
C1839730,has_phenotype,C0578531,phenotype,phenotype
C1839730,has_phenotype,C3549698,phenotype,phenotype
C1839730,has_phenotype,C3714756,phenotype,phenotype
C1839730,has_phenotype,C4280304,phenotype,phenotype
C1839730,has_phenotype,C5539400,phenotype,phenotype
6549,involved_in,GO:1902600,protein,function
6549,enables,GO:0015385,protein,function
6549,enables,GO:0015386,protein,function
C1839758,has_annotated,26040,phenotype,protein
C1839758,has_annotated,5528,phenotype,protein
C1839758,has_annotated,27125,phenotype,protein
C1839758,has_annotated,6558,phenotype,protein
C1839758,has_annotated,4001,phenotype,protein
C1839758,has_annotated,6792,phenotype,protein
C1839758,has_annotated,340533,phenotype,protein
C1839758,has_annotated,5575,phenotype,protein
C1839758,has_annotated,55644,phenotype,protein
C1839758,has_annotated,3981,phenotype,protein
C1839758,has_annotated,129285,phenotype,protein
C1839758,has_annotated,57038,phenotype,protein
C1839758,has_annotated,3653,phenotype,protein
C1839758,has_annotated,51594,phenotype,protein
C1839758,has_annotated,6309,phenotype,protein
C1839758,has_annotated,1822,phenotype,protein
C1839758,has_annotated,55275,phenotype,protein
GO:1903520,negatively_regulates,GO:0060056,function,function
104,interacts_with,407047,protein,protein
104,interacts_with,407051,protein,protein
104,interacts_with,104,protein,protein
104,interacts_with,104,protein,protein
104,interacts_with,648,protein,protein
104,interacts_with,7866,protein,protein
104,interacts_with,23567,protein,protein
104,interacts_with,87178,protein,protein
104,interacts_with,170082,protein,protein
104,involved_in,GO:0007274,protein,function
104,enables,GO:0008251,protein,function
104,is_annotated_to,C3714756,protein,phenotype
104,is_annotated_to,C4024936,protein,phenotype
487,interacts_with,3710,protein,protein
487,interacts_with,55366,protein,protein
487,interacts_with,474,protein,protein
487,interacts_with,55072,protein,protein
487,interacts_with,3667,protein,protein
487,interacts_with,5160,protein,protein
487,involved_in,GO:1990036,protein,function
487,involved_in,GO:0070588,protein,function
487,involved_in,GO:0051561,protein,function
487,enables,GO:0005388,protein,function
487,located_in,GO:0016529,protein,function
487,is_annotated_to,C1854301,protein,phenotype
178,interacts_with,55366,protein,protein
178,interacts_with,8065,protein,protein
178,interacts_with,54165,protein,protein
178,interacts_with,6672,protein,protein
178,involved_in,GO:0005980,protein,function
178,enables,GO:0004134,protein,function
178,located_in,GO:0034774,protein,function
178,located_in,GO:0016529,protein,function
178,is_annotated_to,C0578038,protein,phenotype
178,is_annotated_to,C1866231,protein,phenotype
178,is_annotated_to,C0151786,protein,phenotype
1667,interacts_with,1668,protein,protein
1667,interacts_with,29978,protein,protein
1667,involved_in,GO:0010818,protein,function
1667,located_in,GO:0070062,protein,function
1482,interacts_with,2626,protein,protein
1482,interacts_with,23125,protein,protein
1482,involved_in,GO:0001570,protein,function
1482,involved_in,GO:0060413,protein,function
1482,involved_in,GO:0055014,protein,function
1482,involved_in,GO:0030154,protein,function
1482,involved_in,GO:0051891,protein,function
1482,involved_in,GO:0045893,protein,function
1482,involved_in,GO:0060928,protein,function
1482,involved_in,GO:0003221,protein,function
1482,involved_in,GO:0006357,protein,function
1482,involved_in,GO:0055117,protein,function
1482,part_of,GO:0090575,protein,function
1482,part_of,GO:0032991,protein,function
1482,is_annotated_to,C0578038,protein,phenotype
1482,is_annotated_to,C0020538,protein,phenotype
1482,is_annotated_to,C0221357,protein,phenotype
1482,is_annotated_to,C0026827,protein,phenotype
1482,is_annotated_to,C0151786,protein,phenotype
1482,is_annotated_to,C0015934,protein,phenotype
1482,is_annotated_to,C0018817,protein,phenotype
1482,is_annotated_to,C0003507,protein,phenotype
1482,is_annotated_to,C0041206,protein,phenotype
1482,is_annotated_to,C0018816,protein,phenotype
1482,associated_with,C0018816,protein,phenotype
1482,is_annotated_to,C0040961,protein,phenotype
1482,is_annotated_to,C1861869,protein,phenotype
1482,is_annotated_to,C0344916,protein,phenotype
1482,is_annotated_to,C0344760,protein,phenotype
1482,is_annotated_to,C0748427,protein,phenotype
1482,is_annotated_to,C0917799,protein,phenotype
1482,associated_with,C1843687,protein,phenotype
414301,interacts_with,80012,protein,protein
414301,interacts_with,4142,protein,protein
414301,interacts_with,7186,protein,protein
414301,involved_in,GO:0031647,protein,function
414301,involved_in,GO:0097752,protein,function
126695,interacts_with,51343,protein,protein
126695,involved_in,GO:0010839,protein,function
126695,involved_in,GO:0048589,protein,function
126695,involved_in,GO:0045606,protein,function
126695,located_in,GO:0005938,protein,function
126695,is_annotated_to,C1861324,protein,phenotype
126695,is_annotated_to,C4021782,protein,phenotype
126695,is_annotated_to,C0399385,protein,phenotype
126695,is_annotated_to,C0040427,protein,phenotype
126695,is_annotated_to,C1832455,protein,phenotype
126695,associated_with,C0265331,protein,phenotype
C3542022,has_phenotype,C0024032,phenotype,phenotype
C3542022,has_phenotype,C0026827,phenotype,phenotype
C3542022,has_phenotype,C0221357,phenotype,phenotype
C3542022,has_phenotype,C0239676,phenotype,phenotype
C3542022,has_phenotype,C0426415,phenotype,phenotype
C3542022,has_phenotype,C1836184,phenotype,phenotype
C3542022,has_phenotype,C1855996,phenotype,phenotype
C3542022,has_phenotype,C1866730,phenotype,phenotype
C3542022,has_phenotype,C3552463,phenotype,phenotype
C3542022,has_phenotype,C4280304,phenotype,phenotype
C3542022,has_phenotype,C5539400,phenotype,phenotype
C4022496,has_annotated,80199,phenotype,protein
C4022496,has_annotated,22943,phenotype,protein
GO:0044857,is_a,GO:0031579,function,function
C1721006,has_annotated,3857,phenotype,protein
C1721006,has_annotated,3857,phenotype,protein
C1721006,has_phenotype,C0020458,phenotype,phenotype
C1721006,has_phenotype,C0022584,phenotype,phenotype
C1721006,has_phenotype,C0149651,phenotype,phenotype
C1721006,has_phenotype,C1721006,phenotype,phenotype
C1721006,has_phenotype,C4021782,phenotype,phenotype
C1721006,has_phenotype,C4023710,phenotype,phenotype
C0542223,has_annotated,2903,phenotype,protein
C0542223,has_annotated,27010,phenotype,protein
C0542223,has_annotated,25978,phenotype,protein
C0542223,has_annotated,54664,phenotype,protein
C0542223,has_annotated,4864,phenotype,protein
C0542223,has_annotated,6792,phenotype,protein
GO:0001913,is_a,GO:0001909,function,function
C4022024,has_annotated,64840,phenotype,protein
284119,interacts_with,284119,protein,protein
284119,interacts_with,284119,protein,protein
284119,interacts_with,494119,protein,protein
284119,interacts_with,8546,protein,protein
284119,interacts_with,7270,protein,protein
284119,part_of,GO:0032991,protein,function
284119,is_annotated_to,C3714756,protein,phenotype
284119,is_annotated_to,C0039231,protein,phenotype
284119,is_annotated_to,C0424503,protein,phenotype
284119,is_annotated_to,C0020443,protein,phenotype
284119,is_annotated_to,C0005937,protein,phenotype
284119,associated_with,C0221032,protein,phenotype
GO:0031025,is_a,GO:0022411,function,function
2206,interacts_with,639,protein,protein
C0014118,has_annotated,3106,phenotype,protein
90806,interacts_with,64978,protein,protein
90806,involved_in,GO:0070935,protein,function
C0432304,has_phenotype,C0079154,phenotype,phenotype
C0017097,has_phenotype,C0006118,phenotype,phenotype
C0017097,has_phenotype,C0152018,phenotype,phenotype
C0017097,has_phenotype,C0678222,phenotype,phenotype
C0017097,has_phenotype,C4280623,phenotype,phenotype
C1849305,has_annotated,26040,phenotype,protein
5395,interacts_with,83932,protein,protein
5395,interacts_with,6597,protein,protein
5395,interacts_with,7514,protein,protein
5395,interacts_with,5706,protein,protein
5395,interacts_with,7517,protein,protein
5395,interacts_with,4223,protein,protein
5395,contributes_to,GO:0032407,protein,function
5395,is_annotated_to,C0026827,protein,phenotype
5395,is_annotated_to,C2239176,protein,phenotype
5395,is_annotated_to,C3714745,protein,phenotype
5395,is_annotated_to,C0149931,protein,phenotype
5395,is_annotated_to,C0375206,protein,phenotype
5395,is_annotated_to,C1263846,protein,phenotype
5395,is_annotated_to,C0234132,protein,phenotype
5395,is_annotated_to,C0034885,protein,phenotype
C2674322,has_phenotype,C4531023,phenotype,phenotype
GO:0044517,is_a,GO:0044504,function,function
7703,interacts_with,80012,protein,protein
7703,interacts_with,4001,protein,protein
7703,interacts_with,7428,protein,protein
7703,interacts_with,57120,protein,protein
7703,interacts_with,23429,protein,protein
7703,interacts_with,3297,protein,protein
7703,interacts_with,1911,protein,protein
7703,interacts_with,23492,protein,protein
7703,interacts_with,648,protein,protein
7703,interacts_with,7112,protein,protein
7703,interacts_with,7186,protein,protein
7703,enables,GO:1990841,protein,function
7703,is_annotated_to,C0040485,protein,phenotype
7703,is_annotated_to,C0024636,protein,phenotype
7703,is_annotated_to,C0575497,protein,phenotype
7703,is_annotated_to,C3714756,protein,phenotype
7703,is_annotated_to,C0015934,protein,phenotype
7703,is_annotated_to,C0018817,protein,phenotype
7703,is_annotated_to,C3806482,protein,phenotype
7703,is_annotated_to,C4015465,protein,phenotype
7703,is_annotated_to,C1263846,protein,phenotype
7703,is_annotated_to,C0575484,protein,phenotype
57522,interacts_with,7534,protein,protein
57522,interacts_with,8874,protein,protein
57522,is_annotated_to,C3501843,protein,phenotype
8065,interacts_with,54165,protein,protein
8065,interacts_with,10980,protein,protein
8065,interacts_with,1734,protein,protein
8065,interacts_with,2064,protein,protein
8065,interacts_with,1789,protein,protein
8065,interacts_with,55832,protein,protein
8065,interacts_with,10116,protein,protein
8065,interacts_with,26118,protein,protein
8065,interacts_with,8451,protein,protein
8065,interacts_with,178,protein,protein
8065,interacts_with,83858,protein,protein
8065,interacts_with,1153,protein,protein
8065,interacts_with,1660,protein,protein
8065,interacts_with,9093,protein,protein
8065,interacts_with,1938,protein,protein
8065,interacts_with,2521,protein,protein
8065,interacts_with,25929,protein,protein
8065,interacts_with,10642,protein,protein
8065,interacts_with,3850,protein,protein
8065,interacts_with,3857,protein,protein
8065,interacts_with,3959,protein,protein
8065,interacts_with,4738,protein,protein
8065,interacts_with,26986,protein,protein
8065,interacts_with,10130,protein,protein
8065,interacts_with,6135,protein,protein
8065,interacts_with,641293,protein,protein
8065,interacts_with,6129,protein,protein
8065,interacts_with,441642,protein,protein
8065,interacts_with,6132,protein,protein
8065,interacts_with,6188,protein,protein
8065,interacts_with,6189,protein,protein
8065,interacts_with,6318,protein,protein
8065,interacts_with,90864,protein,protein
8065,interacts_with,6748,protein,protein
8065,interacts_with,6789,protein,protein
8065,interacts_with,7072,protein,protein
8065,interacts_with,65057,protein,protein
8065,interacts_with,51028,protein,protein
8065,interacts_with,162993,protein,protein
8065,interacts_with,23142,protein,protein
8065,interacts_with,92369,protein,protein
8065,interacts_with,201294,protein,protein
8065,interacts_with,123355,protein,protein
8065,interacts_with,1969,protein,protein
8065,interacts_with,23450,protein,protein
8065,interacts_with,6924,protein,protein
8065,interacts_with,409,protein,protein
8065,interacts_with,7428,protein,protein
8065,interacts_with,29978,protein,protein
8065,interacts_with,9616,protein,protein
8065,interacts_with,57820,protein,protein
8065,involved_in,GO:0070588,protein,function
8065,enables,GO:0030674,protein,function
283237,interacts_with,84936,protein,protein
283237,interacts_with,125115,protein,protein
283237,interacts_with,10054,protein,protein
283237,interacts_with,4223,protein,protein
283237,interacts_with,10802,protein,protein
283237,interacts_with,10277,protein,protein
283237,interacts_with,144699,protein,protein
283237,interacts_with,26260,protein,protein
GO:0060778,is_a,GO:0060794,function,function
C3273031,has_phenotype,C0005745,phenotype,phenotype
C3273031,has_phenotype,C0086565,phenotype,phenotype
C3273031,has_phenotype,C0151766,phenotype,phenotype
C3273031,has_phenotype,C0425591,phenotype,phenotype
C0871381,has_phenotype,C4531023,phenotype,phenotype
8613,interacts_with,3685,protein,protein
8613,involved_in,GO:0022409,protein,function
8613,involved_in,GO:1902068,protein,function
C0206733,has_annotated,2137,phenotype,protein
GO:0106217,is_a,GO:0030488,function,function
GO:0006658,is_a,GO:0006650,function,function
C1858032,has_phenotype,C0011436,phenotype,phenotype
C1858032,has_phenotype,C1857108,phenotype,phenotype
C1858032,has_phenotype,C4280623,phenotype,phenotype
GO:0061891,is_a,GO:0140784,function,function
C0339315,has_phenotype,C0235267,phenotype,phenotype
C0339315,has_phenotype,C0858617,phenotype,phenotype
1826,interacts_with,55366,protein,protein
1826,enables,GO:0098632,protein,function
2138,interacts_with,51343,protein,protein
2138,interacts_with,1602,protein,protein
2138,interacts_with,7112,protein,protein
2138,involved_in,GO:0030154,protein,function
2138,is_annotated_to,C1866231,protein,phenotype
2138,is_annotated_to,C4021809,protein,phenotype
2138,is_annotated_to,C3714756,protein,phenotype
2138,is_annotated_to,C0037822,protein,phenotype
2138,is_annotated_to,C0221210,protein,phenotype
2138,is_annotated_to,C2676973,protein,phenotype
2138,is_annotated_to,C0432333,protein,phenotype
2138,associated_with,C0000768,protein,phenotype
2138,associated_with,C4273131,protein,phenotype
152078,interacts_with,4223,protein,protein
10557,interacts_with,11217,protein,protein
10557,interacts_with,845,protein,protein
10557,interacts_with,10556,protein,protein
10557,involved_in,GO:0090502,protein,function
10557,part_of,GO:0005655,protein,function
C3150803,has_phenotype,C0003507,phenotype,phenotype
C3150803,has_phenotype,C0005745,phenotype,phenotype
C3150803,has_phenotype,C0022410,phenotype,phenotype
C3150803,has_phenotype,C0026827,phenotype,phenotype
C3150803,has_phenotype,C0423867,phenotype,phenotype
C3150803,has_phenotype,C1839797,phenotype,phenotype
C3150803,has_phenotype,C1850189,phenotype,phenotype
C3150803,has_phenotype,C4732729,phenotype,phenotype
C3150803,has_phenotype,C5539400,phenotype,phenotype
C5193007,has_phenotype,C0005745,phenotype,phenotype
C5193007,has_phenotype,C0026827,phenotype,phenotype
C5193007,has_phenotype,C0037763,phenotype,phenotype
C5193007,has_phenotype,C0151786,phenotype,phenotype
C5193007,has_phenotype,C1836440,phenotype,phenotype
C5193007,has_phenotype,C1854301,phenotype,phenotype
C5193007,has_phenotype,C5539400,phenotype,phenotype
5069,interacts_with,8125,protein,protein
387837,involved_in,GO:0002769,protein,function
387837,part_of,GO:0032991,protein,function
51316,interacts_with,10791,protein,protein
51316,interacts_with,26239,protein,protein
51316,interacts_with,353131,protein,protein
51316,interacts_with,353133,protein,protein
51316,interacts_with,4223,protein,protein
51316,involved_in,GO:0040015,protein,function
60401,interacts_with,1896,protein,protein
60401,interacts_with,7186,protein,protein
60401,interacts_with,841,protein,protein
60401,involved_in,GO:0046330,protein,function
60401,is_annotated_to,C0020538,protein,phenotype
60401,is_annotated_to,C4025821,protein,phenotype
60401,associated_with,C0162359,protein,phenotype
GO:1901333,is_a,GO:0048582,function,function
GO:1901333,positively_regulates,GO:0048527,function,function
